1000	1.93868e-016
996.678	1.90193e-016
993.377	1.85726e-016
990.099	1.82002e-016
986.842	1.80417e-016
983.607	1.81938e-016
980.392	1.869e-016
977.199	1.9494e-016
974.026	2.05066e-016
970.874	2.15872e-016
967.742	2.25822e-016
964.63	2.33574e-016
961.538	2.3826e-016
958.466	2.39663e-016
955.414	2.38268e-016
952.381	2.35155e-016
949.367	2.31785e-016
946.372	2.29688e-016
943.396	2.30151e-016
940.439	2.3395e-016
937.5	2.41188e-016
934.579	2.51274e-016
931.677	2.63044e-016
928.793	2.75003e-016
925.926	2.85634e-016
923.077	2.93716e-016
920.245	2.98577e-016
917.431	3.00236e-016
914.634	2.99403e-016
911.854	2.97335e-016
909.091	2.9558e-016
906.344	2.95656e-016
903.614	2.98742e-016
900.901	3.05434e-016
898.204	3.15618e-016
895.522	3.28495e-016
892.857	3.42746e-016
890.208	3.56798e-016
887.574	3.69153e-016
884.956	3.78696e-016
882.353	3.84925e-016
879.765	3.88063e-016
877.193	3.89013e-016
874.636	3.89179e-016
872.093	3.90184e-016
869.565	3.93546e-016
867.052	4.00371e-016
864.553	4.11135e-016
862.069	4.25596e-016
859.599	4.42854e-016
857.143	4.61541e-016
854.701	4.80115e-016
852.273	4.97176e-016
849.858	5.1176e-016
847.458	5.23532e-016
845.07	5.32846e-016
842.697	5.40657e-016
840.336	5.48306e-016
837.989	5.57217e-016
835.655	5.68576e-016
833.333	5.83062e-016
831.025	6.00679e-016
828.729	6.20738e-016
826.446	6.41993e-016
824.176	6.629e-016
821.918	6.8195e-016
819.672	6.98017e-016
817.439	7.10626e-016
815.217	7.20102e-016
813.008	7.27559e-016
810.811	7.34714e-016
808.625	7.43577e-016
806.452	7.56065e-016
804.29	7.73617e-016
802.139	7.969e-016
800	8.2565e-016
797.872	8.58703e-016
795.756	8.94211e-016
793.651	9.29995e-016
791.557	9.63985e-016
789.474	9.94647e-016
787.402	1.02132e-015
785.34	1.04439e-015
783.29	1.06526e-015
781.25	1.08609e-015
779.221	1.10946e-015
777.202	1.13781e-015
775.194	1.17302e-015
773.196	1.21598e-015
771.208	1.26645e-015
769.231	1.32305e-015
767.263	1.38354e-015
765.306	1.44527e-015
763.359	1.50576e-015
761.421	1.56324e-015
759.494	1.61715e-015
757.576	1.66837e-015
755.668	1.71924e-015
753.769	1.77328e-015
751.88	1.83468e-015
750	1.90765e-015
748.13	1.99568e-015
746.269	2.10096e-015
744.417	2.22391e-015
742.574	2.36308e-015
740.741	2.51527e-015
738.916	2.67607e-015
737.101	2.8405e-015
735.294	3.00384e-015
733.496	3.16249e-015
731.707	3.31454e-015
729.927	3.46027e-015
728.155	3.60216e-015
726.392	3.74471e-015
724.638	3.89388e-015
722.892	4.05637e-015
721.154	4.23883e-015
719.424	4.44706e-015
717.703	4.68547e-015
715.99	4.95671e-015
714.286	5.26164e-015
712.589	5.59954e-015
710.9	5.96862e-015
709.22	6.36657e-015
707.547	6.79113e-015
705.882	7.24068e-015
704.225	7.71446e-015
702.576	8.21274e-015
700.935	8.73658e-015
699.301	9.28749e-015
697.674	9.86692e-015
696.056	1.04757e-014
694.444	1.11135e-014
692.841	1.17784e-014
691.244	1.24671e-014
689.655	1.31744e-014
688.073	1.38941e-014
686.499	1.4619e-014
684.932	1.53416e-014
683.371	1.60549e-014
681.818	1.67525e-014
680.272	1.74293e-014
678.733	1.80816e-014
677.201	1.87069e-014
675.676	1.93041e-014
674.157	1.98729e-014
672.646	2.04137e-014
671.141	2.09275e-014
669.643	2.14151e-014
668.151	2.18773e-014
666.667	2.23148e-014
665.188	2.27284e-014
663.717	2.31185e-014
662.252	2.3486e-014
660.793	2.38317e-014
659.341	2.41568e-014
657.895	2.44629e-014
656.455	2.47515e-014
655.022	2.50243e-014
653.595	2.5283e-014
652.174	2.55288e-014
650.759	2.57628e-014
649.351	2.59852e-014
647.948	2.61963e-014
646.552	2.63955e-014
645.161	2.65823e-014
643.777	2.67558e-014
642.398	2.69155e-014
641.026	2.70609e-014
639.659	2.71919e-014
638.298	2.73088e-014
636.943	2.74121e-014
635.593	2.75027e-014
634.249	2.75815e-014
632.911	2.76493e-014
631.579	2.77069e-014
630.252	2.77548e-014
628.931	2.7793e-014
627.615	2.78214e-014
626.305	2.78395e-014
625	2.78465e-014
623.701	2.78419e-014
622.407	2.78249e-014
621.118	2.7795e-014
619.835	2.77519e-014
618.557	2.76956e-014
617.284	2.76265e-014
616.016	2.7545e-014
614.754	2.7452e-014
613.497	2.73484e-014
612.245	2.72351e-014
610.998	2.71134e-014
609.756	2.69843e-014
608.519	2.68487e-014
607.287	2.67076e-014
606.061	2.65619e-014
604.839	2.64122e-014
603.622	2.62592e-014
