1000	4.15143e-016
996.678	4.23211e-016
993.377	4.31498e-016
990.099	4.39961e-016
986.842	4.48554e-016
983.607	4.57235e-016
980.392	4.65975e-016
977.199	4.74767e-016
974.026	4.83629e-016
970.874	4.92597e-016
967.742	5.01727e-016
964.63	5.11077e-016
961.538	5.20701e-016
958.466	5.30637e-016
955.414	5.40897e-016
952.381	5.51469e-016
949.367	5.62318e-016
946.372	5.73391e-016
943.396	5.84634e-016
940.439	5.95999e-016
937.5	6.07456e-016
934.579	6.19004e-016
931.677	6.3067e-016
928.793	6.42506e-016
925.926	6.54582e-016
923.077	6.6697e-016
920.245	6.79736e-016
917.431	6.92919e-016
914.634	7.06533e-016
911.854	7.20556e-016
909.091	7.34941e-016
906.344	7.49623e-016
903.614	7.64535e-016
900.901	7.79623e-016
898.204	7.94858e-016
895.522	8.10246e-016
892.857	8.25829e-016
890.208	8.4168e-016
887.574	8.5789e-016
884.956	8.74552e-016
882.353	8.91745e-016
879.765	9.09516e-016
877.193	9.27875e-016
874.636	9.46791e-016
872.093	9.662e-016
869.565	9.86019e-016
867.052	1.00617e-015
864.553	1.02658e-015
862.069	1.04723e-015
859.599	1.06813e-015
857.143	1.08936e-015
854.701	1.11102e-015
852.273	1.13322e-015
849.858	1.1561e-015
847.458	1.17975e-015
845.07	1.20424e-015
842.697	1.22956e-015
840.336	1.25568e-015
837.989	1.2825e-015
835.655	1.30992e-015
833.333	1.33783e-015
831.025	1.36616e-015
828.729	1.39488e-015
826.446	1.42404e-015
824.176	1.45375e-015
821.918	1.48414e-015
819.672	1.51542e-015
817.439	1.54774e-015
815.217	1.58126e-015
813.008	1.61604e-015
810.811	1.65208e-015
808.625	1.68933e-015
806.452	1.72766e-015
804.29	1.76691e-015
802.139	1.80694e-015
800	1.84767e-015
797.872	1.88909e-015
795.756	1.93129e-015
793.651	1.97443e-015
791.557	2.01877e-015
789.474	2.0646e-015
787.402	2.11219e-015
785.34	2.16175e-015
783.29	2.21339e-015
781.25	2.26713e-015
779.221	2.32285e-015
777.202	2.38036e-015
775.194	2.43945e-015
773.196	2.4999e-015
771.208	2.56161e-015
769.231	2.6246e-015
767.263	2.68905e-015
765.306	2.75532e-015
763.359	2.82387e-015
761.421	2.89523e-015
759.494	2.96991e-015
757.576	3.04833e-015
755.668	3.13072e-015
753.769	3.21709e-015
751.88	3.30724e-015
750	3.40078e-015
748.13	3.49724e-015
746.269	3.59613e-015
744.417	3.69709e-015
742.574	3.8e-015
740.741	3.90501e-015
738.916	4.01259e-015
737.101	4.12349e-015
735.294	4.23859e-015
733.496	4.35878e-015
731.707	4.48478e-015
729.927	4.61695e-015
728.155	4.75518e-015
726.392	4.8988e-015
724.638	5.04661e-015
722.892	5.19699e-015
721.154	5.34812e-015
719.424	5.49822e-015
717.703	5.64587e-015
715.99	5.79031e-015
714.286	5.93161e-015
712.589	6.07087e-015
710.9	6.21017e-015
709.22	6.35248e-015
707.547	6.5014e-015
705.882	6.6608e-015
704.225	6.83446e-015
702.576	7.02568e-015
700.935	7.23694e-015
699.301	7.46968e-015
697.674	7.72422e-015
696.056	7.99981e-015
694.444	8.29482e-015
692.841	8.60705e-015
691.244	8.93404e-015
689.655	9.27339e-015
688.073	9.62308e-015
686.499	9.9816e-015
684.932	1.0348e-014
683.371	1.07216e-014
681.818	1.11022e-014
680.272	1.14893e-014
678.733	1.18819e-014
677.201	1.22783e-014
675.676	1.26759e-014
674.157	1.30709e-014
672.646	1.3459e-014
671.141	1.38347e-014
669.643	1.41927e-014
668.151	1.45278e-014
666.667	1.48355e-014
665.188	1.51125e-014
663.717	1.5357e-014
662.252	1.55688e-014
660.793	1.57491e-014
659.341	1.59006e-014
657.895	1.60268e-014
656.455	1.61316e-014
655.022	1.62187e-014
653.595	1.62911e-014
652.174	1.6351e-014
650.759	1.63993e-014
649.351	1.64357e-014
647.948	1.64591e-014
646.552	1.64676e-014
645.161	1.64595e-014
643.777	1.64332e-014
642.398	1.63882e-014
641.026	1.63249e-014
639.659	1.62455e-014
638.298	1.61532e-014
636.943	1.60525e-014
635.593	1.59485e-014
634.249	1.58468e-014
632.911	1.57523e-014
631.579	1.56695e-014
630.252	1.56014e-014
628.931	1.55498e-014
627.615	1.55144e-014
626.305	1.5494e-014
625	1.54858e-014
623.701	1.54861e-014
622.407	1.5491e-014
621.118	1.54963e-014
619.835	1.54983e-014
618.557	1.54939e-014
617.284	1.54809e-014
616.016	1.54578e-014
614.754	1.5424e-014
613.497	1.53793e-014
612.245	1.53242e-014
610.998	1.5259e-014
609.756	1.51844e-014
608.519	1.51008e-014
607.287	1.50083e-014
606.061	1.4907e-014
604.839	1.47971e-014
603.622	1.46785e-014
602.41	1.45515e-014
601.202	1.44164e-014
600	1.4274e-014
598.802	1.41252e-014
597.61	1.39711e-014
596.421	1.38126e-014
595.238	1.36509e-014
594.059	1.34865e-014
592.885	1.33196e-014
591.716	1.31499e-014
590.551	1.29766e-014
589.391	1.27984e-014
588.235	1.26137e-014
587.084	1.24207e-014
585.938	1.22174e-014
584.795	1.20025e-014
583.658	1.17747e-014
582.524	1.15335e-014
581.395	1.1279e-014
580.271	1.10118e-014
